	est.beta	est.upper	est.lower	alpha	beta
119	-0.0936476903949027	-0.0610410590154016	-0.126254321774404	0.1	paste(beta[7])
120	-0.0467129913816899	-0.0162127336903474	-0.0772132490730325	0.1	paste(beta[8])
121	10.6236243609541	10.8012308471845	10.4460178747237	0.5	paste(beta[1])
122	2.07592986777663	2.31012352831395	1.84173620723931	0.5	paste(beta[2])
123	-1.45424602447408	-1.2150479661666	-1.69344408278156	0.5	paste(beta[3])
124	-0.142503806551505	0.0334470464542462	-0.318454659557255	0.5	paste(beta[4])
125	6.6448887434014	6.93234570817755	6.35743177862524	0.5	paste(beta[5])
126	0.00648760104648236	0.0299879920084535	-0.0170127899154888	0.5	paste(beta[6])
127	-0.0977940622020925	-0.0633378250872665	-0.132250299316919	0.5	paste(beta[7])
128	-0.0470673636804368	-0.0154713216715873	-0.0786634056892864	0.5	paste(beta[8])
129	10.6336608612119	10.8123758999385	10.4549458224854	1	paste(beta[1])
130	2.01470330854155	2.2563527675695	1.7730538495136	1	paste(beta[2])
131	-1.37596532635227	-1.14483103902869	-1.60709961367585	1	paste(beta[3])
132	-0.128255572479604	0.0538019766069342	-0.310313121566142	1	paste(beta[4])
133	6.67918337961592	6.96636336745576	6.39200339177609	1	paste(beta[5])
134	0.00638599166098136	0.0300751193334111	-0.0173031360114484	1	paste(beta[6])
135	-0.0976594550606931	-0.0631119934497598	-0.132206916671626	1	paste(beta[7])
136	-0.0441943024843636	-0.0123772399625982	-0.076011365006129	1	paste(beta[8])
137	10.624994895625	10.8051662728619	10.4448235183882	2	paste(beta[1])
138	2.04411105595844	2.2750197853758	1.81320232654107	2	paste(beta[2])
139	-1.40524858339804	-1.17801125195554	-1.63248591484054	2	paste(beta[3])
140	-0.136747479733253	0.0405577196807201	-0.314052679147226	2	paste(beta[4])
141	6.6933519369838	6.97881384562898	6.40789002833862	2	paste(beta[5])
142	0.00972436917746158	0.0324582252649179	-0.0130094869099948	2	paste(beta[6])
143	-0.0912308733149759	-0.058639135959042	-0.12382261067091	2	paste(beta[7])
144	-0.0463850649489773	-0.015396183837826	-0.0773739460601285	2	paste(beta[8])
145	10.6324191456507	10.8104506897036	10.4543876015978	4	paste(beta[1])
146	2.04346682577012	2.27193676603455	1.81499688550569	4	paste(beta[2])
147	-1.38802806390556	-1.16368377268698	-1.61237235512415	4	paste(beta[3])
148	-0.16483158054569	0.0107527774672434	-0.340415938558624	4	paste(beta[4])
149	6.6462792938045	6.93545835165125	6.35710023595775	4	paste(beta[5])
150	0.0108633970281887	0.0335111560168298	-0.0117843619604524	4	paste(beta[6])
151	-0.0899630826968073	-0.0580279493716348	-0.12189821602198	4	paste(beta[7])
152	-0.0504723336774752	-0.0197987321873412	-0.0811459351676092	4	paste(beta[8])
153	10.607714299534	10.7871380870777	10.4282905119904	6	paste(beta[1])
154	2.01742570902277	2.24508740978651	1.78976400825903	6	paste(beta[2])
155	-1.36509700682687	-1.13747442974593	-1.59271958390781	6	paste(beta[3])
156	-0.146844314022049	0.0329707509765902	-0.326659379020688	6	paste(beta[4])
157	6.65848852244564	6.95172576035947	6.36525128453182	6	paste(beta[5])
158	0.0136000516399068	0.0362546110613346	-0.00905450778152107	6	paste(beta[6])
159	-0.0885092028128351	-0.0564444567185986	-0.120573948907072	6	paste(beta[7])
160	-0.0514579225071614	-0.0208864908449943	-0.0820293541693286	6	paste(beta[8])
